JournalCode	JournalLib	EcritureNum	EcritureDate	CompteNum	CompteLib	CompAuxNum	CompAuxLib	PieceRef	PieceDate	EcritureLib	Debit	Credit	EcritureLet	DateLet	ValidDate	Montantdevise	Idevise	DateRglt	ModeRglt	NatOp	IdClient	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180079	HONORAIRES                    	       	       	1	20190101	A-Nouveau NOVAA EC CORE HONORAIRES 	        118,80	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180079	HONORAIRES                    	       	       	1	20190101	A-Nouveau NOVAA EC CORE HONORAIRES 	        237,60	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180079	HONORAIRES                    	       	       	1	20190101	A-Nouveau NOVAA EC CORE HONORAIRES 	          0,00	        118,80	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180079	HONORAIRES                    	       	       	1	20190101	A-Nouveau NOVAA EC CORE HONORAIRES 	        118,80	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180079	HONORAIRES                    	       	       	1	20190101	A-Nouveau NOVAA EC CORE HONORAIRES 	        118,80	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180079	HONORAIRES                    	       	       	1	20190101	A-Nouveau PRLV EXPERTISE COMPTABLE HONOR 	        118,80	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180079	HONORAIRES                    	       	       	1	20190101	A-Nouveau PRLV EXPERTISE COMPTABLE HONOR 	          0,00	        118,80	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180079	HONORAIRES                    	       	       	1	20190101	A-Nouveau PRLV SEPA NOVAA HONORAIRES 	          0,00	        118,80	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180079	HONORAIRES                    	       	       	1	20190101	A-Nouveau PRLV SEPA NOVAA HONORAIRES 	          0,00	        118,80	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180079	HONORAIRES                    	       	       	1	20190101	A-Nouveau PRLV SEPA NOVAA HONORAIRES 	        118,80	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180079	HONORAIRES                    	       	       	1	20190101	A-Nouveau PRLV SEPA NOVAA HONORAIRES 	        118,80	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180079	HONORAIRES                    	       	       	1	20190101	A-Nouveau PRLV SEPA RECU YDI HONORAIRES 	          0,00	        717,60	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180079	HONORAIRES                    	       	       	1	20190101	A-Nouveau PRLV SEPA RECU YDI HONORAIRES 	        118,80	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180079	HONORAIRES                    	       	       	1	20190101	A-Nouveau PRLV SEPA RECU YDI HONORAIRES 	          0,00	        118,80	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180079	HONORAIRES                    	       	       	1	20190101	A-Nouveau PRLV SEPA RECU YDI HONORAIRES 	          0,00	        118,80	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180079	HONORAIRES                    	       	       	1	20190101	A-Nouveau PRLV SEPA RECU YDI HONORAIRES 	        717,60	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180079	HONORAIRES                    	       	       	1	20190101	A-Nouveau PRLV SEPA RECU YDI HONORAIRES 	        118,80	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180079	HONORAIRES                    	       	       	1	20190101	A-Nouveau PRLV SEPA RECU YDI HONORAIRES 	        118,80	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180079	HONORAIRES                    	       	       	1	20190101	A-Nouveau PRLV SEPA RECU YDI HONORAIRES 	          0,00	        118,80	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180079	HONORAIRES                    	       	       	1	20190101	A-Nouveau PRLV SEPA RECU YDI HONORAIRES 	        118,80	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180079	HONORAIRES                    	       	       	1	20190101	A-Nouveau PRLV SEPA RECU YDI HONORAIRES 	        118,80	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180079	HONORAIRES                    	       	       	1	20190101	A-Nouveau PRLV SEPA RECU YDI HONORAIRES 	          0,00	        118,80	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180079	HONORAIRES                    	       	       	1	20190101	A-Nouveau PRLV SEPA RECU YDI HONORAIRES 	        118,80	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180079	HONORAIRES                    	       	       	1	20190101	A-Nouveau PRLV SEPA RECU YDI HONORAIRES 	          0,00	        118,80	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180079	HONORAIRES                    	       	       	1	20190101	A-Nouveau PRLV SEPA RECU YDI HONORAIRES 	          0,00	        118,80	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau CB GOOGLE GOOGLE 	          0,00	          8,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau CB GOOGLE GOOGLE 	          8,00	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau CB GOOGLE GOOGLE 	          0,00	          8,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau CB GOOGLE GOOGLE 	          8,00	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau CB GOOGLE SVCSAPPS MDM I GOOGL 	          8,00	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau CB GOOGLE SVCSAPPS MDM I GOOGL 	          0,00	          8,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau CB GOOGLE SVCSAPPS MDM I GOOGL 	          8,00	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau CB GOOGLE SVCSAPPS MDM I GOOGL 	          8,00	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau CB GOOGLE SVCSAPPS MDM I GOOGL 	          8,00	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau CB GOOGLE SVCSAPPS MDM I GOOGL 	          0,00	          8,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau CB GOOGLE SVCSAPPS MDM I GOOGL 	          8,00	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau CB GOOGLE SVCSAPPS MDM I GOOGL 	          0,00	          8,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau CB GOOGLE SVCSAPPS MDM I GOOGL 	          8,00	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau CB GOOGLE SVCSAPPS MDM I GOOGL 	          0,00	          8,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau CB GOOGLE SVCSAPPS MDM I GOOGL 	          0,00	          8,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau CB GOOGLE SVCSAPPS MDM I GOOGL 	          0,00	          8,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau CB GOOGLE SVCSAPPS MDM I GOOGL 	          0,00	          8,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau CB GOOGLE SVCSAPPS MDM I GOOGL 	          8,00	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau CB GOOGLE SVCSAPPSMDM GOOGLE 	          5,41	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau CB GOOGLE SVCSAPPSMDM GOOGLE 	          0,00	          5,41	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau GOOGLE IRELAND LIMITED APPS CO 	          0,00	         16,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau GOOGLE IRELAND LIMITED APPS CO 	          0,00	         24,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau GOOGLE IRELAND LIMITED APPS CO 	          0,00	         24,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau GOOGLE IRELAND LIMITED APPS CO 	         24,00	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau GOOGLE IRELAND LIMITED APPS CO 	          0,00	         26,53	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau GOOGLE IRELAND LIMITED APPS CO 	         16,00	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau GOOGLE IRELAND LIMITED APPS CO 	         26,53	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau GOOGLE IRELAND LIMITED APPS CO 	         24,00	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau GOOGLE IRELAND LIMITED FRANLP 	          8,00	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau GOOGLE IRELAND LIMITED FRANLP 	          0,00	          8,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau GOOGLE IRELAND LIMITED GGCXCX 	          0,00	         12,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau GOOGLE IRELAND LIMITED GGCXCX 	         12,00	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau GOOGLE IRELAND LIMITED GGESTD 	          0,00	         14,80	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau GOOGLE IRELAND LIMITED GGESTD 	         14,80	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau GOOGLE IRELAND LIMITED GGFYC G 	         16,00	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau GOOGLE IRELAND LIMITED GGFYC G 	          0,00	         16,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau GOOGLE IRELAND LIMITED GOOGLE 	          0,00	          8,77	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau GOOGLE IRELAND LIMITED GOOGLE 	          0,00	          9,67	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau GOOGLE IRELAND LIMITED GOOGLE 	          0,00	          8,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau GOOGLE IRELAND LIMITED GOOGLE 	          8,00	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau GOOGLE IRELAND LIMITED GOOGLE 	          0,00	          9,60	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau GOOGLE IRELAND LIMITED GOOGLE 	         10,00	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau GOOGLE IRELAND LIMITED GOOGLE 	          9,67	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau GOOGLE IRELAND LIMITED GOOGLE 	          5,67	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau GOOGLE IRELAND LIMITED GOOGLE 	          8,77	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau GOOGLE IRELAND LIMITED GOOGLE 	          0,00	          5,67	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau GOOGLE IRELAND LIMITED GOOGLE 	          8,00	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau GOOGLE IRELAND LIMITED GOOGLE 	          9,60	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau GOOGLE IRELAND LIMITED GOOGLE 	          0,00	         10,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau GOOGLE IRELAND LIMITED GOOGLE 	          8,00	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau GOOGLE IRELAND LIMITED GOOGLE 	          0,00	          8,77	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau GOOGLE IRELAND LIMITED GOOGLE 	          0,00	          8,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau GOOGLE IRELAND LIMITED GOOGLE 	          8,77	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180080	GOOGLE                        	       	       	1	20190101	A-Nouveau GOOGLE IRELAND LIMITED GOOGLE 	          0,00	          8,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180085	AIRBNB                        	       	       	1	20190101	A-Nouveau CB AIRBNB AIRBNB 	         79,00	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180085	AIRBNB                        	       	       	1	20190101	A-Nouveau CB AIRBNB AIRBNB 	          0,00	         79,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau CB OVH OVH 	          0,00	          6,59	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau CB OVH OVH 	          0,00	         13,79	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau CB OVH OVH 	         86,26	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau CB OVH OVH 	         28,79	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau CB OVH OVH 	          0,00	         13,79	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau CB OVH OVH 	         13,79	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau CB OVH OVH 	          0,00	          9,59	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau CB OVH OVH 	          6,59	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau CB OVH OVH 	         13,79	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau CB OVH OVH 	          0,00	         28,79	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau CB OVH OVH 	          9,59	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau CB OVH OVH 	          0,00	         28,79	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau CB OVH OVH 	         13,79	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau CB OVH OVH 	          0,00	         13,79	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau CB OVH OVH 	         13,79	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau CB OVH OVH 	         28,79	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau CB OVH OVH 	          0,00	         86,26	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau CB OVH OVH 	          9,59	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau CB OVH OVH 	          0,00	          9,59	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau CB OVH OVH 	          0,00	         13,79	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau OVH OVH 	          4,79	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau OVH OVH 	          3,59	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau OVH OVH 	          0,00	          4,79	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau OVH OVH 	          4,79	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau OVH OVH 	          0,00	          9,59	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau OVH OVH 	          0,00	         13,19	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau OVH OVH 	          0,00	          4,79	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau OVH OVH 	          4,79	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau OVH OVH 	          9,59	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau OVH OVH 	          4,79	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau OVH OVH 	          0,00	         21,58	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau OVH OVH 	          9,59	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau OVH OVH 	          4,79	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau OVH OVH 	          0,00	          9,59	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau OVH OVH 	         16,79	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau OVH OVH 	          0,00	          4,79	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau OVH OVH 	          0,00	          6,59	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau OVH OVH 	         31,19	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau OVH OVH 	          6,59	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau OVH OVH 	          6,59	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau OVH OVH 	      1011,35	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau OVH OVH 	          4,79	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau OVH OVH 	          0,00	        117,44	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau OVH OVH 	          0,00	         31,19	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau OVH OVH 	          4,79	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau OVH OVH 	          4,79	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau OVH OVH 	          0,00	          1,30	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau OVH OVH 	          9,59	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau OVH OVH 	          9,59	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau OVH OVH 	          0,00	         82,48	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau OVH OVH 	         11,99	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau OVH OVH 	          0,00	          4,79	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau OVH OVH 	          0,00	         35,98	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau OVH OVH 	          0,00	          4,79	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40180090	OVH                           	       	       	1	20190101	A-Nouveau OVH OVH 	          0,00	          4,79	   			              	EUR	      	       	       	       	
